tanggal,harga
06-Jan-15,75200
07-Jan-15,74911
08-Jan-15,73831
09-Jan-15,73607
10-Jan-15,72242
11-Jan-15,69317
12-Jan-15,63216
13-Jan-15,58566
14-Jan-15,56757
15-Jan-15,53075
16-Jan-15,52869
17-Jan-15,51130
18-Jan-15,49518
19-Jan-15,45504
20-Jan-15,42384
21-Jan-15,41981
22-Jan-15,40528
23-Jan-15,39482
24-Jan-15,38747
25-Jan-15,37514
26-Jan-15,32707
27-Jan-15,31980
28-Jan-15,31685
29-Jan-15,30895
30-Jan-15,29950
31-Jan-15,29607
01-Feb-15,28470
02-Feb-15,27327
03-Feb-15,27305
04-Feb-15,27231
05-Feb-15,26350
06-Feb-15,26135
07-Feb-15,25763
08-Feb-15,25347
09-Feb-15,23656
10-Feb-15,22750
11-Feb-15,21068
12-Feb-15,20561
13-Feb-15,19866
14-Feb-15,19800
15-Feb-15,19436
16-Feb-15,17591
17-Feb-15,17525
18-Feb-15,17211
19-Feb-15,17060
20-Feb-15,16944
21-Feb-15,16858
22-Feb-15,17130
23-Feb-15,18818
24-Feb-15,19144
25-Feb-15,18910
26-Feb-15,19133
27-Feb-15,19820
28-Feb-15,21477
01-Mar-15,23014
02-Mar-15,25040
03-Mar-15,25847
04-Mar-15,26831
05-Mar-15,27123
06-Mar-15,27317
07-Mar-15,27461
08-Mar-15,27637
09-Mar-15,28731
10-Mar-15,28819
11-Mar-15,28981
12-Mar-15,28995
13-Mar-15,28986
14-Mar-15,29319
15-Mar-15,29509
16-Mar-15,30040
17-Mar-15,29900
18-Mar-15,29932
19-Mar-15,29731
20-Mar-15,29284
21-Mar-15,29425
22-Mar-15,28815
23-Mar-15,26800
24-Mar-15,26181
25-Mar-15,25450
26-Mar-15,25019
27-Mar-15,24644
28-Mar-15,24426
29-Mar-15,24504
30-Mar-15,23505
31-Mar-15,23093
01-Apr-15,22889
02-Apr-15,22614
03-Apr-15,22419
04-Apr-15,22209
05-Apr-15,21999
06-Apr-15,21273
07-Apr-15,20921
08-Apr-15,20810
09-Apr-15,19594
10-Apr-15,18778
11-Apr-15,18403
12-Apr-15,18348
13-Apr-15,17875
14-Apr-15,17583
15-Apr-15,17472
16-Apr-15,16906
17-Apr-15,16898
18-Apr-15,16851
19-Apr-15,16921
20-Apr-15,16787
21-Apr-15,16709
22-Apr-15,16690
23-Apr-15,16666
24-Apr-15,16757
25-Apr-15,17050
26-Apr-15,17402
27-Apr-15,18412
28-Apr-15,18166
29-Apr-15,18375
30-Apr-15,17977
01-May-15,18458
02-May-15,18537
03-May-15,18597
04-May-15,18865
05-May-15,19411
06-May-15,19541
07-May-15,19773
08-May-15,19731
09-May-15,19898
10-May-15,20064
11-May-15,20094
12-May-15,19955
13-May-15,19386
14-May-15,19390
15-May-15,18802
16-May-15,18617
17-May-15,18272
18-May-15,16833
19-May-15,16962
20-May-15,17028
21-May-15,16750
22-May-15,16768
23-May-15,16800
24-May-15,16976
25-May-15,16979
26-May-15,16863
27-May-15,16660
28-May-15,16700
29-May-15,16889
30-May-15,17000
31-May-15,16900
01-Jun-15,17097
02-Jun-15,17171
03-Jun-15,16962
04-Jun-15,16930
05-Jun-15,16810
06-Jun-15,17116
07-Jun-15,17079
08-Jun-15,17129
09-Jun-15,17249
10-Jun-15,17174
11-Jun-15,17261
12-Jun-15,16934
13-Jun-15,16884
14-Jun-15,16980
15-Jun-15,17088
16-Jun-15,17084
17-Jun-15,16682
18-Jun-15,16691
19-Jun-15,16869
20-Jun-15,16785
21-Jun-15,16686
22-Jun-15,16761
23-Jun-15,16602
24-Jun-15,16112
25-Jun-15,15842
26-Jun-15,15689
27-Jun-15,15745
28-Jun-15,15861
29-Jun-15,15597
30-Jun-15,15717
01-Jul-15,16151
02-Jul-15,18407
03-Jul-15,19222
04-Jul-15,19689
05-Jul-15,20240
06-Jul-15,21180
07-Jul-15,22754
08-Jul-15,24194
09-Jul-15,25606
10-Jul-15,26958
11-Jul-15,27689
12-Jul-15,28912
13-Jul-15,33691
14-Jul-15,35226
15-Jul-15,36813
16-Jul-15,37661
17-Jul-15,40628
18-Jul-15,41647
19-Jul-15,43290
20-Jul-15,45558
21-Jul-15,40250
22-Jul-15,37822
23-Jul-15,36009
24-Jul-15,35721
25-Jul-15,37957
26-Jul-15,40119
27-Jul-15,42089
28-Jul-15,42850
29-Jul-15,45778
30-Jul-15,46730
31-Jul-15,46654
01-Aug-15,47565
02-Aug-15,47971
03-Aug-15,49787
04-Aug-15,50421
05-Aug-15,52583
06-Aug-15,54638
07-Aug-15,56740
08-Aug-15,58050
09-Aug-15,58263
10-Aug-15,59729
11-Aug-15,59972
12-Aug-15,59699
13-Aug-15,59523
14-Aug-15,58911
15-Aug-15,58032
16-Aug-15,58042
17-Aug-15,57615
18-Aug-15,57373
19-Aug-15,58333
20-Aug-15,58537
21-Aug-15,58351
22-Aug-15,58439
23-Aug-15,58327
24-Aug-15,58916
25-Aug-15,58851
26-Aug-15,59266
27-Aug-15,59803
28-Aug-15,60228
29-Aug-15,60448
30-Aug-15,60827
31-Aug-15,60738
01-Sep-15,60590
02-Sep-15,61025
03-Sep-15,60904
04-Sep-15,60521
05-Sep-15,60184
06-Sep-15,59572
07-Sep-15,57907
08-Sep-15,56408
09-Sep-15,54472
10-Sep-15,51785
11-Sep-15,51051
12-Sep-15,49331
13-Sep-15,48125
14-Sep-15,43263
15-Sep-15,40976
16-Sep-15,39481
17-Sep-15,38087
18-Sep-15,37467
19-Sep-15,36275
20-Sep-15,35696
21-Sep-15,31981
22-Sep-15,30537
23-Sep-15,30731
24-Sep-15,30461
25-Sep-15,29981
26-Sep-15,29341
27-Sep-15,28345
28-Sep-15,25699
29-Sep-15,23433
30-Sep-15,22827
01-Oct-15,22000
02-Oct-15,19775
03-Oct-15,19420
04-Oct-15,19093
05-Oct-15,17887
06-Oct-15,17336
07-Oct-15,17004
08-Oct-15,16679
09-Oct-15,16264
10-Oct-15,16028
11-Oct-15,15943
12-Oct-15,14963
13-Oct-15,14816
14-Oct-15,14581
15-Oct-15,14194
16-Oct-15,14139
17-Oct-15,13823
18-Oct-15,13785
19-Oct-15,12974
20-Oct-15,12871
21-Oct-15,12874
22-Oct-15,12767
23-Oct-15,12746
24-Oct-15,12642
25-Oct-15,12618
26-Oct-15,12199
27-Oct-15,12200
28-Oct-15,12071
29-Oct-15,12042
30-Oct-15,12182
31-Oct-15,12245
01-Nov-15,12100
02-Nov-15,12090
03-Nov-15,11991
04-Nov-15,12015
05-Nov-15,12282
06-Nov-15,12389
07-Nov-15,12412
08-Nov-15,12433
09-Nov-15,12556
10-Nov-15,12728
11-Nov-15,12661
12-Nov-15,12806
13-Nov-15,12878
14-Nov-15,12871
15-Nov-15,12839
16-Nov-15,12587
17-Nov-15,12748
18-Nov-15,12906
19-Nov-15,12896
20-Nov-15,13082
21-Nov-15,13311
22-Nov-15,13419
23-Nov-15,14406
24-Nov-15,15080
25-Nov-15,15721
26-Nov-15,15919
27-Nov-15,15995
28-Nov-15,16273
29-Nov-15,16552
30-Nov-15,17720
01-Dec-15,18470
02-Dec-15,18849
03-Dec-15,18812
04-Dec-15,18609
05-Dec-15,19108
06-Dec-15,19229
07-Dec-15,19498
08-Dec-15,19436
09-Dec-15,19336
10-Dec-15,19353
11-Dec-15,19771
12-Dec-15,20228
13-Dec-15,20690
14-Dec-15,22576
15-Dec-15,23909
16-Dec-15,25334
17-Dec-15,25976
18-Dec-15,26952
19-Dec-15,27849
20-Dec-15,28976
21-Dec-15,31170
22-Dec-15,31246
23-Dec-15,31628
24-Dec-15,32217
25-Dec-15,32750
26-Dec-15,33085
27-Dec-15,32990
28-Dec-15,32108
29-Dec-15,32179
30-Dec-15,31141
31-Dec-15,30891
01-Jan-16,30877
02-Jan-16,30690
03-Jan-16,30387
04-Jan-16,28504
05-Jan-16,27939
06-Jan-16,27740
07-Jan-16,27414
08-Jan-16,27617
09-Jan-16,27764
10-Jan-16,28349
11-Jan-16,29252
12-Jan-16,30320
13-Jan-16,32235
14-Jan-16,33614
15-Jan-16,34074
16-Jan-16,33724
17-Jan-16,32949
18-Jan-16,32981
19-Jan-16,32794
20-Jan-16,32056
21-Jan-16,30509
22-Jan-16,29411
23-Jan-16,29235
24-Jan-16,28316
25-Jan-16,25405
26-Jan-16,24087
27-Jan-16,22720
28-Jan-16,20652
29-Jan-16,20277
30-Jan-16,20490
31-Jan-16,20296
01-Feb-16,18436
02-Feb-16,17407
03-Feb-16,16650
04-Feb-16,16065
05-Feb-16,16287
06-Feb-16,16407
07-Feb-16,16460
08-Feb-16,15904
09-Feb-16,15183
10-Feb-16,15241
11-Feb-16,14115
12-Feb-16,13875
13-Feb-16,14105
14-Feb-16,13823
15-Feb-16,13521
16-Feb-16,13511
17-Feb-16,13440
18-Feb-16,13806
19-Feb-16,14280
20-Feb-16,14391
21-Feb-16,14673
22-Feb-16,15972
23-Feb-16,16459
24-Feb-16,16611
25-Feb-16,17627
26-Feb-16,19245
27-Feb-16,20705
28-Feb-16,20968
29-Feb-16,21665
01-Mar-16,22745
02-Mar-16,24364
03-Mar-16,26842
04-Mar-16,30050
05-Mar-16,32900
06-Mar-16,35393
07-Mar-16,38292
08-Mar-16,40693
09-Mar-16,42468
10-Mar-16,43752
11-Mar-16,44717
12-Mar-16,45787
13-Mar-16,45618
14-Mar-16,44733
15-Mar-16,44822
16-Mar-16,44819
17-Mar-16,45752
18-Mar-16,45805
19-Mar-16,45000
20-Mar-16,44004
21-Mar-16,41018
22-Mar-16,40554
23-Mar-16,40513
24-Mar-16,40745
25-Mar-16,40825
26-Mar-16,43724
27-Mar-16,40589
28-Mar-16,40603
29-Mar-16,39414
30-Mar-16,36431
31-Mar-16,34272
01-Apr-16,31403
02-Apr-16,29854
03-Apr-16,29436
04-Apr-16,26842
05-Apr-16,25262
06-Apr-16,23834
07-Apr-16,23233
08-Apr-16,22860
09-Apr-16,21451
10-Apr-16,21365
11-Apr-16,20576
12-Apr-16,20137
13-Apr-16,18850
14-Apr-16,19016
15-Apr-16,18502
16-Apr-16,18750
17-Apr-16,18473
18-Apr-16,18485
19-Apr-16,18018
20-Apr-16,18032
21-Apr-16,18043
22-Apr-16,18525
23-Apr-16,18381
24-Apr-16,18692
25-Apr-16,19842
26-Apr-16,18875
27-Apr-16,18814
28-Apr-16,19050
29-Apr-16,18826
30-Apr-16,19086
01-May-16,19121
02-May-16,18823
03-May-16,18772
04-May-16,18970
05-May-16,19377
06-May-16,19389
07-May-16,19351
08-May-16,13126
09-May-16,18086
10-May-16,18295
11-May-16,17877
12-May-16,17654
13-May-16,17747
14-May-16,17452
15-May-16,17538
16-May-16,17496
17-May-16,18005
18-May-16,17711
19-May-16,17669
20-May-16,17771
21-May-16,18263
22-May-16,18504
23-May-16,18793
24-May-16,18746
25-May-16,18725
26-May-16,18488
27-May-16,18379
28-May-16,18475
29-May-16,18571
30-May-16,18334
31-May-16,18229
01-Jun-16,18166
02-Jun-16,18390
03-Jun-16,18246
04-Jun-16,18492
05-Jun-16,18203
06-Jun-16,18128
07-Jun-16,17921
08-Jun-16,17842
09-Jun-16,17764
10-Jun-16,17121
11-Jun-16,16878
12-Jun-16,16305
13-Jun-16,15948
14-Jun-16,15846
15-Jun-16,15465
16-Jun-16,15022
17-Jun-16,14993
18-Jun-16,14953
19-Jun-16,14858
20-Jun-16,15180
21-Jun-16,15203
22-Jun-16,15164
23-Jun-16,15163
24-Jun-16,14957
25-Jun-16,15590
26-Jun-16,16687
27-Jun-16,18476
28-Jun-16,19495
29-Jun-16,19698
30-Jun-16,20108
01-Jul-16,23179
02-Jul-16,23940
03-Jul-16,24499
04-Jul-16,26206
05-Jul-16,27635
06-Jul-16,28735
07-Jul-16,28685
08-Jul-16,30763
09-Jul-16,30183
10-Jul-16,29373
11-Jul-16,26364
12-Jul-16,24349
13-Jul-16,23091
14-Jul-16,23965
15-Jul-16,26468
16-Jul-16,28579
17-Jul-16,29738
18-Jul-16,30570
19-Jul-16,32349
20-Jul-16,33536
21-Jul-16,34703
22-Jul-16,37180
23-Jul-16,38824
24-Jul-16,39125
25-Jul-16,38051
26-Jul-16,38590
27-Jul-16,40178
28-Jul-16,40533
29-Jul-16,39205
30-Jul-16,40154
31-Jul-16,39741
01-Aug-16,39112
02-Aug-16,39525
03-Aug-16,39305
04-Aug-16,39071
05-Aug-16,37908
06-Aug-16,37864
07-Aug-16,38244
08-Aug-16,38340
09-Aug-16,38680
10-Aug-16,38703
11-Aug-16,38338
12-Aug-16,38083
13-Aug-16,39459
14-Aug-16,39269
15-Aug-16,39047
16-Aug-16,39074
17-Aug-16,39075
18-Aug-16,38379
19-Aug-16,38490
20-Aug-16,39490
21-Aug-16,39490
22-Aug-16,37959
23-Aug-16,37846
24-Aug-16,36939
25-Aug-16,36064
26-Aug-16,35597
27-Aug-16,36210
28-Aug-16,35639
29-Aug-16,34438
30-Aug-16,34437
31-Aug-16,34634
01-Sep-16,34350
02-Sep-16,34547
03-Sep-16,34784
04-Sep-16,35086
05-Sep-16,34171
06-Sep-16,33992
07-Sep-16,33475
08-Sep-16,32526
09-Sep-16,31331
10-Sep-16,30663
11-Sep-16,30190
12-Sep-16,29460
13-Sep-16,29072
14-Sep-16,27684
15-Sep-16,26945
16-Sep-16,24790
17-Sep-16,23652
18-Sep-16,23555
19-Sep-16,22219
20-Sep-16,22107
21-Sep-16,21738
22-Sep-16,21787
23-Sep-16,21402
24-Sep-16,20796
25-Sep-16,21033
26-Sep-16,20384
27-Sep-16,19942
28-Sep-16,20033
29-Sep-16,20100
30-Sep-16,19609
01-Oct-16,19659
02-Oct-16,19712
03-Oct-16,19208
04-Oct-16,19283
05-Oct-16,18933
06-Oct-16,18883
07-Oct-16,18820
08-Oct-16,18883
09-Oct-16,18862
10-Oct-16,19714
11-Oct-16,20884
12-Oct-16,21621
13-Oct-16,23256
14-Oct-16,25244
15-Oct-16,27293
16-Oct-16,27610
17-Oct-16,29791
18-Oct-16,31310
19-Oct-16,32060
20-Oct-16,32563
21-Oct-16,32758
22-Oct-16,33937
23-Oct-16,34256
24-Oct-16,34622
25-Oct-16,34941
26-Oct-16,34977
27-Oct-16,34550
28-Oct-16,34978
29-Oct-16,35767
30-Oct-16,35477
31-Oct-16,35215
01-Nov-16,35397
02-Nov-16,36851
03-Nov-16,39876
04-Nov-16,42981
05-Nov-16,46142
06-Nov-16,47275
07-Nov-16,48855
08-Nov-16,50169
09-Nov-16,50317
10-Nov-16,51019
11-Nov-16,53193
12-Nov-16,53634
13-Nov-16,53450
14-Nov-16,50316
15-Nov-16,50195
16-Nov-16,50017
17-Nov-16,49539
18-Nov-16,47954
19-Nov-16,47914
20-Nov-16,47125
21-Nov-16,44602
22-Nov-16,42973
23-Nov-16,42113
24-Nov-16,39661
25-Nov-16,36194
26-Nov-16,36070
27-Nov-16,36173
28-Nov-16,34242
29-Nov-16,33828
30-Nov-16,34177
01-Dec-16,33746
02-Dec-16,33230
03-Dec-16,34524
04-Dec-16,35189
05-Dec-16,36449
06-Dec-16,37350
07-Dec-16,38521
08-Dec-16,40209
09-Dec-16,41481
10-Dec-16,44959
11-Dec-16,45300
12-Dec-16,45023
13-Dec-16,46578
14-Dec-16,47009
15-Dec-16,47231
16-Dec-16,47654
17-Dec-16,48727
18-Dec-16,48946
19-Dec-16,50366
20-Dec-16,52604
21-Dec-16,54132
22-Dec-16,57306
23-Dec-16,59417
24-Dec-16,60553
25-Dec-16,61278
26-Dec-16,66474
27-Dec-16,67385
28-Dec-16,66039
29-Dec-16,68219
30-Dec-16,66985
31-Dec-16,67763
01-Jan-17,71299
02-Jan-17,73162
03-Jan-17,73324
04-Jan-17,79392
05-Jan-17,84747
06-Jan-17,86587
07-Jan-17,88700
08-Jan-17,90188
09-Jan-17,88820
10-Jan-17,88762
11-Jan-17,89264
12-Jan-17,88466
13-Jan-17,87131
14-Jan-17,89948
15-Jan-17,90675
16-Jan-17,89503
17-Jan-17,89690
18-Jan-17,89406
19-Jan-17,90432
20-Jan-17,90597
21-Jan-17,93096
22-Jan-17,93619
23-Jan-17,92072
24-Jan-17,93468
25-Jan-17,94432
26-Jan-17,97319
27-Jan-17,99206
28-Jan-17,98995
29-Jan-17,99906
30-Jan-17,100440
31-Jan-17,101047
01-Feb-17,105857
02-Feb-17,106731
03-Feb-17,108002
04-Feb-17,118393
05-Feb-17,124216
06-Feb-17,123157
07-Feb-17,117529
08-Feb-17,120146
09-Feb-17,120183
10-Feb-17,118950
11-Feb-17,121282
12-Feb-17,121202
13-Feb-17,118990
14-Feb-17,121268
15-Feb-17,124050
16-Feb-17,121001
17-Feb-17,123106
18-Feb-17,126840
19-Feb-17,125474
20-Feb-17,127385
21-Feb-17,126096
22-Feb-17,123566
23-Feb-17,124029
24-Feb-17,127713
25-Feb-17,125829
26-Feb-17,129021
27-Feb-17,125117
28-Feb-17,125456
01-Mar-17,126216
02-Mar-17,126305
03-Mar-17,126446
04-Mar-17,127578
05-Mar-17,127890
06-Mar-17,126917
07-Mar-17,125916
08-Mar-17,124218
09-Mar-17,121540
10-Mar-17,119288
11-Mar-17,118601
12-Mar-17,117001
13-Mar-17,112468
14-Mar-17,108525
15-Mar-17,105784
16-Mar-17,103014
17-Mar-17,101433
18-Mar-17,97714
19-Mar-17,95128
20-Mar-17,87813
21-Mar-17,81234
22-Mar-17,78662
23-Mar-17,74288
24-Mar-17,71198
25-Mar-17,71454
26-Mar-17,70305
27-Mar-17,66965
28-Mar-17,65632
29-Mar-17,65997
30-Mar-17,65829
31-Mar-17,65133
01-Apr-17,63448
02-Apr-17,62247
03-Apr-17,58692
04-Apr-17,56479
05-Apr-17,52950
06-Apr-17,51659
07-Apr-17,50971
08-Apr-17,50497
09-Apr-17,49290
10-Apr-17,49458
11-Apr-17,49969
12-Apr-17,51430
13-Apr-17,52447
14-Apr-17,53454
15-Apr-17,52137
16-Apr-17,52529
17-Apr-17,52204
18-Apr-17,52656
19-Apr-17,52092
20-Apr-17,51320
21-Apr-17,50833
22-Apr-17,51043
23-Apr-17,51810
24-Apr-17,50982
25-Apr-17,49918
26-Apr-17,50059
27-Apr-17,50493
28-Apr-17,50487
29-Apr-17,51336
30-Apr-17,51421
01-May-17,50948
02-May-17,51926
03-May-17,53251
04-May-17,55464
05-May-17,56467
06-May-17,56093
07-May-17,56252
08-May-17,57459
09-May-17,57476
10-May-17,57581
11-May-17,57434
12-May-17,57170
13-May-17,56353
14-May-17,55672
15-May-17,53999
16-May-17,52260
17-May-17,51046
18-May-17,50572
19-May-17,49850
20-May-17,49833
21-May-17,49491
22-May-17,49158
23-May-17,48689
24-May-17,49169
25-May-17,48600
26-May-17,46919
27-May-17,45962
28-May-17,46180
29-May-17,46739
30-May-17,46266
31-May-17,42806
01-Jun-17,38046
02-Jun-17,35806
03-Jun-17,35645
04-Jun-17,35101
05-Jun-17,32254
06-Jun-17,32186
07-Jun-17,31443
08-Jun-17,31400
09-Jun-17,31122
10-Jun-17,31100
11-Jun-17,30928
12-Jun-17,30290
13-Jun-17,29956
14-Jun-17,30500
15-Jun-17,30547
16-Jun-17,30409
17-Jun-17,30443
18-Jun-17,30484
19-Jun-17,30932
20-Jun-17,33318
21-Jun-17,34973
22-Jun-17,36615
23-Jun-17,36579
24-Jun-17,38319
25-Jun-17,37436
26-Jun-17,37615
27-Jun-17,37722
28-Jun-17,37479
29-Jun-17,36120
30-Jun-17,33489
01-Jul-17,32713
02-Jul-17,32247
03-Jul-17,30004
04-Jul-17,29293
05-Jul-17,28777
06-Jul-17,29328
07-Jul-17,29646
08-Jul-17,30521
09-Jul-17,31233
10-Jul-17,33064
11-Jul-17,33736
12-Jul-17,34126
13-Jul-17,35919
14-Jul-17,37089
15-Jul-17,38237
16-Jul-17,38074
17-Jul-17,38269
18-Jul-17,39225
19-Jul-17,39316
20-Jul-17,39888
21-Jul-17,40256
22-Jul-17,39807
23-Jul-17,39027
24-Jul-17,37419
25-Jul-17,36562
26-Jul-17,35829
27-Jul-17,35712
28-Jul-17,35606
29-Jul-17,35381
30-Jul-17,34774
31-Jul-17,34413
01-Aug-17,34000
02-Aug-17,33366
03-Aug-17,32753
04-Aug-17,31703
05-Aug-17,31161
06-Aug-17,30684
07-Aug-17,29177
08-Aug-17,28533
09-Aug-17,27193
10-Aug-17,25605
11-Aug-17,24195
12-Aug-17,22949
13-Aug-17,22493
14-Aug-17,20987
15-Aug-17,22090
16-Aug-17,20218
17-Aug-17,20108
18-Aug-17,19065
19-Aug-17,19033
20-Aug-17,18684
21-Aug-17,17740
22-Aug-17,17553
23-Aug-17,17070
24-Aug-17,16988
25-Aug-17,16840
26-Aug-17,16754
27-Aug-17,16885
28-Aug-17,16415
29-Aug-17,16274
30-Aug-17,16230
31-Aug-17,16106
01-Sep-17,16490
02-Sep-17,16454
03-Sep-17,16298
04-Sep-17,15884
05-Sep-17,15228
06-Sep-17,14978
07-Sep-17,14598
08-Sep-17,14702
09-Sep-17,14663
10-Sep-17,14782
11-Sep-17,14662
12-Sep-17,14508
13-Sep-17,14343
14-Sep-17,14171
15-Sep-17,13977
16-Sep-17,13890
17-Sep-17,13923
18-Sep-17,13688
19-Sep-17,13564
20-Sep-17,13387
21-Sep-17,13645
22-Sep-17,13084
23-Sep-17,12873
24-Sep-17,12786
25-Sep-17,12621
26-Sep-17,12395
27-Sep-17,12359
28-Sep-17,12216
29-Sep-17,12150
30-Sep-17,12410
01-Oct-17,12164
02-Oct-17,12171
03-Oct-17,12100
04-Oct-17,12247
05-Oct-17,12527
06-Oct-17,12325
07-Oct-17,12450
08-Oct-17,12520
09-Oct-17,12869
10-Oct-17,12809
11-Oct-17,12926
12-Oct-17,12961
13-Oct-17,12801
14-Oct-17,12808
15-Oct-17,12760
16-Oct-17,12620
17-Oct-17,12710
18-Oct-17,12823
19-Oct-17,13166
20-Oct-17,13145
21-Oct-17,13364
22-Oct-17,13565
23-Oct-17,13793
24-Oct-17,14934
25-Oct-17,14492
26-Oct-17,14556
27-Oct-17,14688
28-Oct-17,14793
29-Oct-17,14814
30-Oct-17,14862
31-Oct-17,14938
01-Nov-17,14934
02-Nov-17,14993
03-Nov-17,15248
04-Nov-17,15452
05-Nov-17,15396
06-Nov-17,16060
07-Nov-17,16723
08-Nov-17,17191
09-Nov-17,17368
10-Nov-17,17744
11-Nov-17,18125
12-Nov-17,18070
13-Nov-17,18238
14-Nov-17,18202
15-Nov-17,18232
16-Nov-17,18340
17-Nov-17,18146
18-Nov-17,18063
19-Nov-17,17599
20-Nov-17,16611
21-Nov-17,16258
22-Nov-17,15964
23-Nov-17,15966
24-Nov-17,15755
25-Nov-17,15744
26-Nov-17,15565
27-Nov-17,15286
28-Nov-17,15305
29-Nov-17,15653
30-Nov-17,15549
01-Dec-17,16535
02-Dec-17,15741
03-Dec-17,15960
04-Dec-17,16169
05-Dec-17,16304
06-Dec-17,17319
07-Dec-17,15940
08-Dec-17,15968
09-Dec-17,15643
10-Dec-17,16792
11-Dec-17,15586
12-Dec-17,15546
13-Dec-17,15986
14-Dec-17,16413
15-Dec-17,18311
16-Dec-17,19234
17-Dec-17,20576
18-Dec-17,23850
19-Dec-17,26442
20-Dec-17,27672
21-Dec-17,29963
22-Dec-17,34148
23-Dec-17,36858
24-Dec-17,36966
25-Dec-17,36935
26-Dec-17,38449
27-Dec-17,39486
28-Dec-17,38802
29-Dec-17,37124
30-Dec-17,35934
31-Dec-17,36215
01-Jan-18,38708
02-Jan-18,40051
03-Jan-18,37890
04-Jan-18,37714
05-Jan-18,37047
06-Jan-18,37058
07-Jan-18,36878
08-Jan-18,37421
09-Jan-18,37652
10-Jan-18,37813
11-Jan-18,38095
12-Jan-18,37997
13-Jan-18,38131
14-Jan-18,37872
15-Jan-18,36678
16-Jan-18,35860
17-Jan-18,34473
18-Jan-18,33073
19-Jan-18,32256
20-Jan-18,31491
21-Jan-18,31435
22-Jan-18,30600
23-Jan-18,30000
24-Jan-18,29487
25-Jan-18,29224
26-Jan-18,28525
27-Jan-18,28375
28-Jan-18,28193
29-Jan-18,27879
30-Jan-18,27465
31-Jan-18,27288
01-Feb-18,27599
02-Feb-18,27495
03-Feb-18,28704
04-Feb-18,28617
05-Feb-18,29560
06-Feb-18,30273
07-Feb-18,30965
08-Feb-18,32004
09-Feb-18,32331
10-Feb-18,33306
11-Feb-18,34306
12-Feb-18,35495
13-Feb-18,37461
14-Feb-18,39197
15-Feb-18,39965
16-Feb-18,40017
17-Feb-18,40193
18-Feb-18,40202
19-Feb-18,42607
20-Feb-18,44152
21-Feb-18,45293
22-Feb-18,45577
23-Feb-18,44818
24-Feb-18,45396
25-Feb-18,45625
26-Feb-18,46086
27-Feb-18,46942
28-Feb-18,47418
01-Mar-18,47198
02-Mar-18,48088
03-Mar-18,51425
04-Mar-18,52167
05-Mar-18,54507
06-Mar-18,55512
07-Mar-18,55387
08-Mar-18,56418
09-Mar-18,58368
10-Mar-18,60560
11-Mar-18,60487
12-Mar-18,59092
13-Mar-18,57099
14-Mar-18,54712
15-Mar-18,53001
16-Mar-18,51078
17-Mar-18,50119
18-Mar-18,49331
19-Mar-18,46552
20-Mar-18,45750
21-Mar-18,43706
22-Mar-18,41926
23-Mar-18,40795
24-Mar-18,39844
25-Mar-18,39456
26-Mar-18,38168
27-Mar-18,37560
28-Mar-18,36879
29-Mar-18,36025
30-Mar-18,36198
31-Mar-18,35525
01-Apr-18,34918
02-Apr-18,34331
03-Apr-18,34556
04-Apr-18,34831
05-Apr-18,34895
06-Apr-18,35231
07-Apr-18,35227
08-Apr-18,35388
09-Apr-18,35385
10-Apr-18,35459
11-Apr-18,34663
12-Apr-18,34133
13-Apr-18,33523
14-Apr-18,33384
15-Apr-18,33013
16-Apr-18,31017
17-Apr-18,30487
18-Apr-18,30112
19-Apr-18,29622
20-Apr-18,28978
21-Apr-18,28471
22-Apr-18,28066
23-Apr-18,27095
24-Apr-18,26991
25-Apr-18,26856
26-Apr-18,26728
27-Apr-18,26508
28-Apr-18,26026
29-Apr-18,25882
30-Apr-18,24675
01-May-18,24272
02-May-18,23989
03-May-18,23886
04-May-18,23600
05-May-18,23010
06-May-18,23354
07-May-18,22928
08-May-18,22789
09-May-18,23165
10-May-18,23201
11-May-18,23328
12-May-18,23113
13-May-18,23194
14-May-18,23353
15-May-18,23631
16-May-18,23398
17-May-18,23254
18-May-18,23573
19-May-18,24182
20-May-18,24017
21-May-18,24370
22-May-18,23836
23-May-18,23447
24-May-18,22556
25-May-18,22425
26-May-18,22245
27-May-18,22278
28-May-18,21955
29-May-18,21969
30-May-18,21678
31-May-18,21419
01-Jun-18,21956
02-Jun-18,22269
03-Jun-18,22805
04-Jun-18,23370
05-Jun-18,23655
06-Jun-18,24452
07-Jun-18,27191
08-Jun-18,28747
09-Jun-18,29039
10-Jun-18,29189
11-Jun-18,31140
12-Jun-18,33984
13-Jun-18,35241
14-Jun-18,36408
15-Jun-18,36151
16-Jun-18,36339
17-Jun-18,37713
18-Jun-18,37862
19-Jun-18,37384
20-Jun-18,34105
21-Jun-18,31286
22-Jun-18,29137
23-Jun-18,29456
24-Jun-18,30172
25-Jun-18,31862
26-Jun-18,33189
27-Jun-18,33651
28-Jun-18,36338
29-Jun-18,37836
30-Jun-18,40836
01-Jul-18,41931
02-Jul-18,44717
03-Jul-18,45193
04-Jul-18,45021
05-Jul-18,46064
06-Jul-18,47413
07-Jul-18,48655
08-Jul-18,49120
09-Jul-18,49887
10-Jul-18,49612
11-Jul-18,48650
12-Jul-18,48594
13-Jul-18,48668
14-Jul-18,48866
15-Jul-18,48556
16-Jul-18,47646
17-Jul-18,47806
18-Jul-18,48133
19-Jul-18,48383
20-Jul-18,48913
21-Jul-18,49375
22-Jul-18,49217
